municipality,year,33,11,6,3,24,15,12,25,4,30,41,29,20,39,31,target,target_increase,prev_count
Maués,2012,1290808,321677,1914502,41010881,5706,320794,19837,53.0,15706.0,5691.0,68.0,75.0,,,,1,0,102.0
Coari,2012,2715085,579344,9397385,52270162,11728,55932,11545,,,,,,,,,1,0,44.0
Manacapuru,2012,1554988,511683,2524473,3278015,14734,302625,33391,7.0,,,16.0,,,,,1,0,93.0
Manaquiri,2012,318427,180736,1310707,2527423,1261,104674,10641,,32.0,,,,,,,1,0,21.0
São Gabriel da Cachoeira,2012,1480465,411652,20213572,98530754,9346,8365,44461,36.0,13.0,148.0,,,,,,1,0,60.0
Caapiranga,2012,296093,153666,1231381,8806484,1369,70395,32516,1.0,,,,,,,,1,0,12.0
Borba,2012,1720691,454633,5489938,41735933,4178,116048,143937,21.0,312.0,,,,,,,1,0,84.0
Urucará,2012,713504,174683,1534656,28639676,3179,135058,4883,,6.0,29549.0,107.0,92.0,,,,1,0,22.0
Manaus,2012,1628978,93777,633599,9849843,273382,270163,5889,897.0,19.0,7522.0,268.0,,2015.0,,,1,1,26.0
Codajás,2012,1511715,462294,6135720,12813219,2455,20547,7513,,,,,,,,,1,0,11.0
São Paulo de Olivença,2012,638572,56041,3943247,17385202,10280,21733,3338,,,,,,,,,1,0,9.0
Alvarães,2012,194748,30766,469487,5921273,1234,19955,1383,14.0,5.0,,,,,,,1,0,25.0
Canutama,2012,331944,163915,5897721,30130145,2460,829849,556976,8.0,18577.0,,1820.0,,,376.0,,1,0,219.0
Amaturá,2012,300381,28003,2050137,2934344,3251,9820,1234,,,,,,,,,1,0,7.0
São Sebastião do Uatumã,2012,534258,96888,639490,10521353,2923,115977,6064,175.0,9.0,,25.0,,,,,1,0,30.0
Nova Olinda do Norte,2012,459716,139715,982528,4565335,2864,95629,8766,,42.0,,,,,,,1,0,41.0
Iranduba,2012,347086,114622,363371,1465761,18135,173600,649,,8.0,,41.0,,,,,1,0,42.0
Carauari,2012,419990,69890,5490154,22876967,3865,86780,1403,32.0,85.0,,,,,,,1,1,5.0
Jutaí,2012,1189519,150780,9784958,66783669,2249,43988,11433,5.0,466.0,,,,,,,1,0,32.0
Santa Isabel do Rio Negro,2012,756721,491507,14349992,54467113,3023,19471,95509,24.0,128.0,,,3420.0,,,,1,0,22.0
Beruri,2012,1027689,288537,4560431,13664764,1693,60258,3593,8.0,21.0,,,,,,,1,0,27.0
Benjamin Constant,2012,188193,12915,884024,8636672,11097,12484,317,,,,,,,,,1,0,13.0
Itamarati,2012,290781,43284,2737217,25339747,1606,31323,967,,,,,,,,,1,0,16.0
Tapauá,2012,1384098,774783,14797005,78517079,1809,70916,3731,21.0,123.0,,,,,,,1,0,45.0
Boa Vista do Ramos,2012,427748,279841,754206,1347445,1589,83949,5992,5.0,,,86.0,,,,,1,0,19.0
Lábrea,2012,514122,333192,6156147,65764128,7264,3367568,980157,418.0,10545.0,3402.0,766.0,2452.0,,,,1,0,416.0
Careiro,2012,323676,270147,1723260,4054286,3465,432222,26301,12.0,121.0,184.0,2.0,,,,,1,0,51.0
Maraã,2012,1597506,862758,10100366,6243228,1531,14771,23986,,,,,,,,,1,0,9.0
Nhamundá,2012,1096689,324091,579429,13595171,1136,154506,5884,294.0,159.0,,90.0,,,,,1,0,47.0
Anamã,2012,190516,65392,684699,1782005,508,10138,7971,,,,,,,,,1,0,11.0
Itacoatiara,2012,1909310,577690,2019283,4870953,20071,509895,52713,276.0,,1217.0,86.0,,,,,1,0,148.0
Careiro da Várzea,2013,728939,522157,847395,586440,682,223235,34908,,,,,,,,,1,0,29.0
Boca do Acre,2013,157266,50420,691628,21642721,4901,1764919,6753,353.0,1845.0,,,,,,,1,0,378.0
Tefé,2013,740189,89073,1968773,23720230,8608,54077,1325,,392.0,,,,,,,1,0,35.0
Uarini,2013,563131,69958,3346105,7506950,2031,11767,11619,,,,,,,,,1,0,25.0
Guajará,2013,50102,10368,1187410,6913952,3945,381806,1334,,,,,,,,,1,0,45.0
Autazes,2013,1256746,407799,1496705,4751603,8036,594580,63128,5.0,146.0,,,,,,,1,0,128.0
Japurá,2013,1490066,125192,7765621,52990227,1143,11902,5918,,,131.0,,,,,,1,0,4.0
Parintins,2013,2465138,587622,936026,2166863,17268,485650,10856,94.0,,,98.0,,,,,1,1,18.0
Humaitá,2013,787218,735054,6242361,28313522,15939,515963,704357,35.0,9247.0,,14.0,,,,,1,1,65.0
Barcelos,2013,4981129,7658721,36941337,86866126,3753,35423,365282,47.0,14156.0,,5047.0,6710.0,,,,1,0,15.0
Juruá,2013,730494,152533,6948929,13908211,1986,30628,12312,4.0,,,,,,,,1,0,5.0
Pauini,2013,269777,65602,1882941,44641178,2878,114678,3341,46.0,173.0,,,,,,,1,0,47.0
Presidente Figueiredo,2013,2899590,191878,1098886,23827337,6883,250881,45350,,107.0,56273.0,824.0,,46764.0,,,1,0,54.0
Ipixuna,2013,138040,18909,2117376,11221475,4313,149773,287,,11.0,,,,,,,1,1,51.0
Rio Preto da Eva,2013,14657,7048,172430,6149556,3599,160271,3679,6.0,,340.0,,,,,,1,0,34.0
Eirunepé,2013,245335,55970,2440636,13977916,5856,138521,203,8.0,23.0,,,,,,,1,1,12.0
Barreirinha,2013,963934,351156,664612,4164211,4172,271890,21758,313.0,,,1256.0,,,,,1,1,29.0
Silves,2013,616835,153970,266856,3031410,1379,85142,14229,9.0,,,101.0,,,,,1,0,21.0
Manicoré,2013,768774,544376,5070599,44418751,10831,1030764,2516912,675.0,21501.0,,161.0,5744.0,,,,1,0,226.0
Tabatinga,2013,119236,13900,977097,2516900,15092,10997,1446,,,,,,,,,1,0,9.0
Anori,2013,799582,217242,3622754,2104304,2090,16788,6690,6.0,,,,,,,,1,0,8.0
Apuí,2013,278895,17796,1535969,57624464,5287,1661135,57343,88.0,33332.0,,90.0,4162.0,,,,1,1,333.0
Novo Airão,2013,1248995,206938,7745606,33018113,4180,31700,1493,,46.0,,24.0,,,,,1,1,6.0
Envira,2013,77244,8505,452394,7761512,3966,163843,373,5.0,,,,,,,,1,1,52.0
Atalaia do Norte,2013,392982,1592,5152849,79767222,2996,12101,397,,,,,,,,,1,0,15.0
Itapiranga,2013,241881,88400,246504,4216971,1718,55314,2799,48.0,,,17.0,,,,,1,1,4.0
Novo Aripuanã,2013,777296,177266,3188150,40772536,4561,531909,893145,1460.0,14974.0,10045.0,,15892.0,,,,1,1,98.0
Fonte Boa,2013,762549,157500,8530980,4111729,3393,21183,23023,,44.0,,,,,,,1,0,2.0
Maués,2013,1252151,343818,1912678,40978492,5784,370643,21203,55.0,15067.0,5790.0,41.0,75.0,,,,1,1,57.0
Coari,2013,2781977,514183,9401424,52269416,11896,52094,10194,,,,,,,,,1,1,14.0
Manacapuru,2013,1583879,491630,2539823,3281937,15061,282269,25322,8.0,,,3.0,,,,,1,1,17.0
Manaquiri,2013,309897,191596,1318126,2525693,1381,97419,9756,,33.0,,,,,,,1,1,1.0
São Gabriel da Cachoeira,2013,1457485,418707,20228260,98531637,9362,8530,44687,,13.0,148.0,18.0,,,,,1,0,36.0
Caapiranga,2013,317587,134471,1234626,8804101,1457,67879,31783,,,,,,,,,1,0,5.0
Borba,2013,1729708,441484,5500443,41736993,4350,108500,143872,23.0,319.0,,,,,,,1,1,22.0
Urucará,2013,688069,195196,1535757,28633392,3215,144337,5182,,6.0,30017.0,129.0,92.0,,,,1,1,4.0
Manaus,2013,1637184,85175,635896,9853688,276570,260983,6062,804.0,19.0,7673.0,250.0,,2046.0,,,1,0,53.0
Codajás,2013,1511743,460456,6135864,12812724,2479,21798,8399,,,,,,,,,1,1,5.0
São Paulo de Olivença,2013,651335,48526,3940483,17383944,10258,21206,2661,,,,,,,,,1,0,6.0
Alvarães,2013,195846,30040,469575,5921570,1247,19434,1134,14.0,5.0,,,,,,,1,1,5.0
Canutama,2013,335124,160390,5902056,30118649,2478,838735,556753,30.0,18546.0,,919.0,,,111.0,,1,1,162.0
São Sebastião do Uatumã,2013,539295,89500,638696,10509969,2953,130605,5801,185.0,9.0,,154.0,,,,,1,1,8.0
Nova Olinda do Norte,2013,455792,141377,986600,4562523,3090,96286,8877,,51.0,,,,,,,1,0,22.0
Urucurituba,2013,1009092,757409,1266835,102484,2742,67857,775,,,,175.0,,,,,1,0,8.0
Iranduba,2013,348580,113253,366625,1467175,18761,168025,829,6.0,8.0,,11.0,,,,,1,1,17.0
Carauari,2013,423282,69616,5490964,22878915,3968,81098,1130,27.0,168.0,,,,,,,1,1,7.0
Jutaí,2013,1193595,138015,9794915,66783558,2275,44432,9804,,473.0,,,,,,,1,1,7.0
Santa Isabel do Rio Negro,2013,746675,486378,14358276,54472372,3026,18533,98035,21.0,149.0,,,3420.0,,,,1,0,19.0
Beruri,2013,1056962,261698,4561681,13663988,1832,59591,1205,7.0,29.0,,,,,,,1,1,11.0
Benjamin Constant,2013,192949,11687,881951,8636674,10926,11302,216,,,,,,,,,1,1,3.0
Itamarati,2013,298098,39004,2735830,25339586,1630,30063,714,,,,,,,,,1,1,13.0
Tapauá,2013,1364662,784369,14804754,78516966,1819,73228,3630,18.0,119.0,,,,,,,1,1,8.0
Boa Vista do Ramos,2013,387566,309176,746332,1330105,1598,118973,6777,5.0,,,329.0,,,,,1,1,4.0
Lábrea,2013,527820,323918,6167629,65702018,7271,3413703,980340,176.0,10557.0,3420.0,857.0,2453.0,,,,1,1,313.0
Careiro,2013,330773,263094,1747124,4056008,3480,409995,22793,10.0,210.0,186.0,,,,,,1,1,13.0
Maraã,2013,1675849,786528,10103038,6243083,1552,12998,21098,,,,,,,,,1,1,8.0
Nhamundá,2013,1081960,333531,581344,13583125,1150,168164,6232,297.0,168.0,,1479.0,,,,,1,1,21.0
Anamã,2013,198741,58428,684184,1782182,519,9409,7765,,,,,,,,,1,0,9.0
Itacoatiara,2013,1912928,570514,2018165,4853073,20334,530139,54734,250.0,,1199.0,152.0,,,,,1,0,58.0
Careiro da Várzea,2014,738091,519208,839679,572111,684,239769,34217,,,,,,,,,1,1,26.0
Boca do Acre,2014,158868,49928,690146,21567756,5097,1839295,6861,793.0,1844.0,,219.0,,,,,1,1,295.0
Tonantins,2014,378809,53948,2123147,4646017,2428,9505,6097,,,,,,,,,1,0,2.0
Tefé,2014,736613,92909,1967301,23710939,8669,63929,1928,,382.0,,,,,,,1,1,26.0
Uarini,2014,556957,79638,3340309,7499662,2072,20124,12799,,,,,,,,,1,1,8.0
Guajará,2014,48531,11729,1187275,6910093,3974,385727,1574,14.0,,,,,,,,1,0,42.0
Autazes,2014,1255142,416820,1487954,4729548,8089,617988,63050,7.0,149.0,,,,,,,1,1,86.0
Japurá,2014,1486108,126819,7767521,52989688,1149,12641,6139,,,133.0,,,,,,1,1,2.0
Parintins,2014,2494697,557372,936900,2164105,17290,490729,8271,158.0,,,93.0,,,,,1,1,45.0
Humaitá,2014,839920,711905,6213201,28301698,16117,527954,703963,60.0,8877.0,,14.0,,,,,1,0,74.0
Barcelos,2014,4710991,7951196,36906751,86866117,3737,37957,374802,75.0,14276.0,,5134.0,6704.0,,,,1,1,13.0
Juruá,2014,724404,161351,6943940,13907000,1992,32589,13821,,,,,,,,,1,1,5.0
Pauini,2014,273958,65435,1878489,44632475,2883,123581,3347,238.0,208.0,,,,,,,1,1,43.0
Presidente Figueiredo,2014,2907486,182544,1094711,23824183,7209,254037,51447,6.0,188.0,55917.0,356.0,,46689.0,,,1,1,43.0
Ipixuna,2014,137100,20145,2116873,11217731,4370,153449,509,,7.0,,,,,,,1,0,59.0
Rio Preto da Eva,2014,13782,9064,171154,6146292,3653,163533,3639,1.0,,451.0,20.0,,,,,1,1,12.0
Eirunepé,2014,237346,64807,2439464,13975360,5884,141147,430,12.0,18.0,,,,,,,1,1,18.0
Barreirinha,2014,970442,343737,665847,4166365,4235,274345,16755,297.0,,,1279.0,,,,,1,1,39.0
Silves,2014,620744,152382,263905,3028912,1384,89124,13375,,,,108.0,,,,,1,0,14.0
Manicoré,2014,809831,526224,5039505,44367126,10920,1091633,2515712,1425.0,20791.0,,175.0,5748.0,,,,1,0,195.0
Tabatinga,2014,60006,71643,978583,2516676,15655,10992,1115,,,,,,,,,1,1,2.0
Anori,2014,775520,234177,3624795,2104412,2124,19120,9293,,15.0,,,,,,,1,1,8.0
Apuí,2014,280663,17563,1534623,57545185,5427,1742512,55176,83.0,32998.0,,160.0,4171.0,,,,1,0,476.0
Novo Airão,2014,1249461,209428,7741447,33017311,4167,33611,1614,,46.0,,9.0,,,,,1,1,13.0
Envira,2014,76692,9735,451998,7755049,4036,169873,454,5.0,,,,,,,,1,1,53.0
Atalaia do Norte,2014,279668,81576,5184405,79767925,3019,12691,788,,,,,,,,,1,0,13.0
Itapiranga,2014,246014,85802,245399,4216638,1777,55595,2352,57.0,,,17.0,,,,,1,0,16.0
Novo Aripuanã,2014,788530,175652,3177232,40737394,4569,569791,890961,2058.0,14865.0,10287.0,,15896.0,,,,1,0,167.0
Fonte Boa,2014,762610,159201,8527581,4110684,3500,23153,23629,,43.0,,,,,,,1,1,2.0
Maués,2014,1267056,331538,1911248,40966814,5864,384322,18713,137.0,14362.0,5621.0,46.0,75.0,,,,1,0,88.0
Coari,2014,2812622,493732,9394222,52266411,12157,53833,8198,9.0,,,,,,,,1,0,53.0
Manacapuru,2014,1628354,458112,2537853,3271160,15249,288573,20618,8.0,,,,,,,,1,1,24.0
Manaquiri,2014,332688,171479,1315449,2523077,1386,99244,10558,,20.0,,,,,,,1,0,6.0
São Gabriel da Cachoeira,2014,1464670,419086,20221192,98531074,9373,8550,44711,,13.0,148.0,18.0,,,,,1,1,20.0
Caapiranga,2014,317991,135376,1233831,8799227,1483,71768,32230,,,,,,,,,1,1,5.0
Borba,2014,1753096,428471,5483285,41730119,4446,122408,143517,31.0,318.0,,,,,,,1,1,24.0
Urucará,2014,689720,191701,1536814,28634061,3219,144018,5314,5.0,6.0,30253.0,190.0,92.0,,,,1,0,32.0
Manaus,2014,1645804,82428,630883,9853629,277818,258935,6030,880.0,15.0,7898.0,,,2031.0,,,1,0,30.0
Codajás,2014,1510155,467325,6131325,12811451,2475,22473,8259,,,,,,,,,1,1,16.0
São Paulo de Olivença,2014,571935,128308,3940588,17382522,10259,22010,2791,,,,,,,,,1,1,3.0
Alvarães,2014,194815,31585,468925,5917048,1255,23867,1357,8.0,5.0,,,,,,,1,1,10.0
Canutama,2014,349601,156528,5893646,30105229,2584,850935,556481,6.0,18529.0,,252.0,,,,,1,0,195.0
São Sebastião do Uatumã,2014,540436,89981,637187,10509550,2979,131720,4868,260.0,9.0,,179.0,,,,,1,1,47.0
Nova Olinda do Norte,2014,458706,140279,983629,4555402,3117,104740,8670,,52.0,,,,,,,1,1,9.0
Urucurituba,2014,1042159,720099,1271060,102481,2806,68051,537,,,,176.0,,,,,1,1,8.0
Iranduba,2014,352161,111290,366081,1465617,19658,167523,932,6.0,5.0,,,,,,,1,1,35.0
Carauari,2014,443767,59399,5481723,22878269,4014,80974,814,24.0,184.0,,,,,,,1,1,12.0
Jutaí,2014,1186569,145969,9793110,66782483,2350,46185,9974,,427.0,,,,,,,1,1,15.0
Santa Isabel do Rio Negro,2014,737162,488057,14360456,54476677,3030,19186,98651,11.0,173.0,,,3420.0,,,,1,1,2.0
Beruri,2014,1029823,283022,4558711,13662170,1867,65082,6283,6.0,29.0,,,,,,,1,0,30.0
Benjamin Constant,2014,107724,93112,884188,8636750,11847,10646,1440,,,,,,,,,1,0,16.0
Itamarati,2014,296445,42671,2732950,25338276,1691,31894,998,,,,,,,,,1,1,18.0
Tapauá,2014,1380925,781403,14790722,78515345,1815,74722,4480,15.0,138.0,,,,,,,1,1,30.0
Boa Vista do Ramos,2014,406973,289862,746576,1330605,1705,119480,5338,2.0,,,320.0,,,,,1,1,9.0
Lábrea,2014,552680,319205,6166274,65542155,7287,3551995,980369,8.0,10553.0,3429.0,3763.0,2444.0,,,,1,0,558.0
Careiro,2014,341407,255563,1741859,4048341,3486,420401,22224,8.0,205.0,183.0,,,,,,1,0,40.0
Maraã,2014,1695479,772572,10098147,6242183,1584,13284,20897,,,,,,,,,1,1,18.0
Nhamundá,2014,1108087,308659,579533,13580166,1138,172505,5355,378.0,161.0,,1468.0,,,,,1,1,31.0
Anamã,2014,201047,55906,685897,1782257,521,8044,7558,,,,,,,,,1,1,7.0
Itacoatiara,2014,1913617,577330,2005777,4828390,20406,561731,52568,290.0,,1230.0,148.0,,,,,1,1,43.0
Careiro da Várzea,2015,708511,545176,824147,550422,696,281679,33127,,,,,,,,,1,1,33.0
Santo Antônio do Içá,2015,592846,25283,4153142,9069042,10508,10719,1511,,,,,,,,,1,1,3.0
Boca do Acre,2015,154885,53593,687252,21477207,5252,1931315,7290,451.0,1724.0,,1837.0,,,,,1,0,533.0
Tefé,2015,738437,90646,1967882,23706464,8794,68820,1254,,372.0,,,,,,,1,0,155.0
Uarini,2015,577967,67059,3333304,7496427,2069,23501,11234,,,,,,,,,1,0,90.0
Guajará,2015,49566,12763,1186286,6906367,3985,388530,1408,7.0,5.0,,,,,,,1,1,13.0
Autazes,2015,1241699,430015,1466561,4682354,8206,687374,62386,,153.0,,,,,,,1,1,124.0
Parintins,2015,2405522,647910,932805,2143756,17371,512552,9291,248.0,,,160.0,,,,,1,1,73.0
Humaitá,2015,837722,715809,6209430,28289092,16162,546547,699965,7.0,8967.0,,9.0,,,,,1,1,64.0
Barcelos,2015,4435564,8217829,36900492,86868021,3772,42485,383461,64.0,14336.0,,5006.0,6704.0,,,,1,0,22.0
Juruá,2015,730816,157030,6941102,13906135,2014,34760,13240,,,,,,,,,1,0,33.0
Pauini,2015,268748,70478,1875650,44622581,2897,136232,3717,80.0,230.0,,,,,,,1,0,67.0
Presidente Figueiredo,2015,2742862,284356,1114171,23812906,7544,277375,71180,,208.0,59195.0,8234.0,,46742.0,,,1,1,73.0
Ipixuna,2015,139088,20949,2114611,11213755,4396,157031,347,,7.0,,,,,,,1,1,12.0
Rio Preto da Eva,2015,14510,9048,170094,6131819,3667,178471,3381,41.0,,538.0,20.0,,,,,1,0,18.0
Eirunepé,2015,246991,57769,2436898,13973337,5907,143284,254,19.0,9.0,,,,,,,1,0,41.0
Barreirinha,2015,941836,373393,666615,4160687,4291,278272,17581,367.0,,,260.0,,,,,1,1,77.0
Silves,2015,608072,165853,261040,3025779,1397,94840,12950,,,,,,,,,1,1,13.0
Manicoré,2015,797882,532939,5030206,44248939,11129,1225943,2513536,1609.0,21078.0,,85.0,5744.0,,,,1,1,146.0
Tabatinga,2015,117247,17405,975808,2515144,15365,13176,524,,,,,,,,,1,0,37.0
Anori,2015,796042,218671,3620802,2103893,2191,19817,8014,,26.0,,,,,,,1,0,9.0
Apuí,2015,279739,18237,1535810,57447114,5482,1842288,53061,38.0,32516.0,,101.0,4174.0,,,,1,1,315.0
Novo Airão,2015,1235816,222790,7738476,33014141,4310,39719,1794,,46.0,,3.0,,,,,1,0,14.0
Envira,2015,76919,10704,450523,7745904,4039,179299,449,5.0,,,,,,,,1,0,74.0
Atalaia do Norte,2015,337628,32054,5176777,79765012,3031,15210,396,,,,,,,,,1,0,3.0
Itapiranga,2015,237721,95447,242741,4214212,1785,59082,2506,140.0,,,17.0,,,,,1,1,11.0
Novo Aripuanã,2015,782945,179510,3176368,40671708,4673,640518,890057,586.0,14514.0,10444.0,10.0,15900.0,,,,1,1,125.0
Fonte Boa,2015,771957,157915,8517915,4109668,3562,24830,24509,,45.0,,,,,,,1,0,18.0
Maués,2015,1228784,365955,1915446,40956478,5958,394052,19816,128.0,13472.0,5625.0,6.0,76.0,,,,1,0,83.0
Coari,2015,2737328,565532,9387663,52265617,12251,60083,12711,,,,,,,,,1,0,39.0
Manacapuru,2015,1588496,498046,2506251,3210415,15434,369877,31387,23.0,,,,,,,,1,1,51.0
Manaquiri,2015,317697,184177,1308863,2517585,1396,109973,14192,,18.0,,,,,,,1,1,1.0
São Gabriel da Cachoeira,2015,1463361,425447,20217251,98529644,9386,8535,45055,,13.0,148.0,,,,,,1,1,25.0
Caapiranga,2015,329115,131578,1212778,8772450,1513,96756,47713,,,,,,,,,1,1,15.0
Borba,2015,1728749,450926,5465018,41717746,4580,154337,143968,38.0,325.0,,,,,,,1,1,27.0
Urucará,2015,650265,228015,1537844,28633978,3209,142763,7228,119.0,1.0,30817.0,1057.0,92.0,,,,1,0,19.0
Manaus,2015,1637383,90197,630072,9836614,280273,274930,5836,926.0,14.0,8084.0,,,2022.0,,,1,0,27.0
Codajás,2015,1547651,440649,6121353,12809842,2530,24556,6882,,,,,,,,,1,0,26.0
São Paulo de Olivença,2015,667533,48298,3923389,17379874,10152,26109,3055,3.0,,,,,,,,1,0,9.0
Alvarães,2015,197482,29048,469362,5914834,1286,25731,1110,7.0,5.0,,,,,,,1,0,64.0
Canutama,2015,344463,163580,5893400,30084372,2601,869927,556835,6.0,18522.0,,85.0,,,,,1,0,98.0
Amaturá,2015,321284,23494,2035894,2932597,3191,9981,729,,,,,,,,,1,1,2.0
São Sebastião do Uatumã,2015,526866,104808,635861,10504343,3018,136295,5239,658.0,9.0,,70.0,,,,,1,1,49.0
Nova Olinda do Norte,2015,454517,144386,979376,4546437,3146,117806,8877,,52.0,,,,,,,1,1,31.0
Urucurituba,2015,1008766,756624,1265301,100876,2824,72296,648,12.0,,,22.0,,,,,1,0,11.0
Iranduba,2015,348108,115253,365042,1450498,20873,182502,997,,,,,,,,,1,0,38.0
Carauari,2015,411314,84316,5485424,22875424,4044,86277,2118,36.0,215.0,,,,,,,1,0,14.0
Jutaí,2015,1207245,143622,9768621,66781598,2402,48454,14702,,423.0,,,,,,,1,0,30.0
Santa Isabel do Rio Negro,2015,735089,492784,14359584,54473671,3033,20449,98578,45.0,174.0,,59.0,3420.0,,,,1,0,13.0
Beruri,2015,1060209,261448,4550986,13656765,1982,74327,1241,5.0,29.0,,,,,,,1,1,25.0
Benjamin Constant,2015,191108,13969,881857,8636127,11102,11303,236,,,,,,,,,1,1,8.0
Itamarati,2015,297915,43775,2729094,25337064,1727,34571,779,,,,,,,,,1,0,28.0
Tapauá,2015,1362155,807058,14793065,78515191,1819,65706,4324,11.0,231.0,,,,,,,1,0,35.0
Boa Vista do Ramos,2015,393440,307018,745672,1328216,1743,119223,5516,21.0,,,12.0,,,,,1,0,20.0
Lábrea,2015,542209,334740,6189629,65299849,7319,3756189,980472,49.0,10527.0,3426.0,13305.0,2448.0,,,,1,1,386.0
Careiro,2015,334258,259210,1709608,4028079,3499,472098,26523,18.0,197.0,184.0,,,,,,1,1,8.0
Maraã,2015,1699566,780898,10085357,6241736,1601,14051,20939,,,,,,,,,1,0,30.0
Nhamundá,2015,1070343,353104,571695,13576596,1126,178101,5585,432.0,161.0,,306.0,,,,,1,1,34.0
Anamã,2015,201220,57992,677913,1780710,524,9338,13529,,,,,,,,,1,1,8.0
Itacoatiara,2015,1899735,594983,1993380,4804309,20494,598832,48202,320.0,,1232.0,2.0,,,,,1,1,80.0
Careiro da Várzea,2016,633879,614678,784845,521696,700,355597,32360,,,,,,,,,1,0,92.0
Santo Antônio do Içá,2016,594418,22098,4149047,9068693,10557,11398,6841,,,,,,,,,1,1,4.0
Boca do Acre,2016,153154,56944,689693,21385988,5282,2018371,7378,372.0,1723.0,,1902.0,,,,,1,1,354.0
Tonantins,2016,377918,57899,2114635,4645230,2453,11181,10635,,,,,,,,,1,1,2.0
Tefé,2016,696215,120474,1969996,23699410,8843,80864,6497,,370.0,,,,,,,1,1,37.0
